event_id,user_id,type,track_id,position_ms,duration_ms,client_ts,liked,unliked,added_to_playlist,discovery_via_search,do_not_recommend,raw_score,heart beat
f0f8246a-21c2-406f-bed6-930fc468965d,USR_93DA9A21,play,11wenPE_D8A,64465,178501,2025-12-08T10:12:41,0,0,0,0,0,0.3611464361544193,95
3fd30eba-9e1d-4a76-a2f0-2f431d91c281,USR_93DA9A21,play,YQLNH6YndbM,119104,221936,2025-12-08T10:12:41,0,0,0,0,0,0.5366592170715883,92
f70a703f-490d-4034-b730-7135b8a1c5a6,USR_93DA9A21,play,dUaCEs3HfdI,89845,177451,2025-12-08T10:12:41,1,0,0,0,0,1.5063087838332836,95
fca0a4f8-1546-47bb-9aff-7afe324c754f,USR_93DA9A21,finish,xn81ExKl5VA,271363,280009,2025-12-08T10:12:41,1,0,0,0,0,1.969122421065037,96
e963b30a-aa63-4a23-9c5d-c2fa214122c5,USR_93DA9A21,play,dUaCEs3HfdI,101581,177451,2025-12-08T10:12:41,1,0,0,0,0,1.572445351111011,90
c66ea1ab-33a3-4fca-bc7d-a8446981f176,USR_93DA9A21,finish,xn81ExKl5VA,257668,280009,2025-12-08T10:12:41,1,0,1,0,0,3.0,84
e5d1a985-9bab-42a3-84ff-2acfa4490869,USR_93DA9A21,play,dUaCEs3HfdI,152640,177451,2025-12-08T10:12:41,1,0,0,0,0,1.860181120421976,90
9682bff2-2cc9-4681-b068-e57c0f68abd9,USR_93DA9A21,play,xn81ExKl5VA,146901,280009,2025-12-08T10:12:41,1,0,0,0,0,1.5246295654782525,89
d6f88bfd-c225-418b-98fa-e327b15af356,USR_93DA9A21,play,dUaCEs3HfdI,111429,177451,2025-12-08T10:12:41,1,0,0,1,0,1.6279423615533302,88
18beec52-9b49-4a94-9386-80212225a357,USR_93DA9A21,finish,xn81ExKl5VA,263084,280009,2025-12-08T10:12:41,1,0,1,0,0,3.0,96
2c503f5b-1439-4d44-b838-69912386e97e,USR_93DA9A21,play,EhhiY11Z9-U,237930,261869,2025-12-08T10:12:41,1,0,0,0,0,1.9085840630238784,82
518b8ef7-4480-4b2f-b7d3-c985eefa97de,USR_93DA9A21,play,dUaCEs3HfdI,98739,177451,2025-12-08T10:12:41,0,0,0,0,0,0.5564296622729655,95
fc741af1-deaf-40be-8c8e-7a81c72873b1,USR_93DA9A21,play,xn81ExKl5VA,141540,280009,2025-12-08T10:12:41,1,0,0,1,0,1.5054837523079616,81
738568da-c94d-486b-bf47-e5001a7dd493,USR_93DA9A21,play,0NNTWoFSItk,164540,230681,2025-12-08T10:12:41,1,0,0,0,0,1.7132793771485295,94
a36668ca-d052-4dbe-b393-ccd00751ff44,USR_93DA9A21,play,dUaCEs3HfdI,148355,177451,2025-12-08T10:12:41,1,0,1,0,0,3.0,82
26adea82-0f0e-426f-b3af-cd60722edcc4,USR_93DA9A21,play,xn81ExKl5VA,237914,280009,2025-12-08T10:12:41,1,0,1,0,0,3.0,84
942f338d-cd16-464f-824a-943aa6b646f8,USR_93DA9A21,play,dUaCEs3HfdI,147023,177451,2025-12-08T10:12:41,1,0,1,0,0,3.0,83
1ac6795c-f439-482c-b2c0-8d1931f3ab1b,USR_93DA9A21,play,xn81ExKl5VA,215327,280009,2025-12-08T10:12:41,1,0,0,1,0,1.7690002821337885,91
5fa347eb-bc26-4305-a2ad-7d62d38d4766,USR_93DA9A21,play,dUaCEs3HfdI,106640,177451,2025-12-08T10:12:41,1,0,0,0,0,1.6009546297287702,82
4250e93c-646f-4139-a844-5fc758cb39a9,USR_93DA9A21,play,xn81ExKl5VA,227898,280009,2025-12-08T10:12:41,1,0,0,0,0,1.8138952676521112,82
f256c4eb-3149-4e44-807d-1937012b33bb,USR_93DA9A21,play,FdIF2zxluv0,130322,203401,2025-12-08T10:12:41,1,0,0,0,0,1.6407146474206125,82
83e43062-c914-4462-a4f1-1cff44316de2,USR_93DA9A21,play,JbDktrsnH40,90396,124499,2025-12-08T10:12:41,1,0,0,0,0,1.7260781211094065,89
57ef4574-4db7-4ed5-9947-bd3d52621849,USR_93DA9A21,play,dUaCEs3HfdI,93380,177451,2025-12-08T10:12:41,0,0,0,0,0,0.5262297761072071,80
55c642f5-ee84-4f2e-87a4-d457ce6b0d3d,USR_93DA9A21,play,xn81ExKl5VA,95229,280009,2025-12-08T10:12:41,0,0,0,0,0,0.3400926398794324,98
909ba77d-15de-402a-9b27-1b4791abb820,USR_93DA9A21,skip,ctg28LQW6WE,48241,248545,2025-12-08T10:12:41,0,1,0,0,0,-1.0059063751031,97
f7eb0700-a2cb-473a-8d6e-94f5836fe1d5,USR_93DA9A21,play,dUaCEs3HfdI,147827,177451,2025-12-08T10:12:41,1,0,1,0,0,3.0,89
c6a06030-501c-4417-8b13-48c10144697a,USR_93DA9A21,play,xn81ExKl5VA,213356,280009,2025-12-08T10:12:41,1,0,0,1,0,1.7619612226749854,87
62273368-a186-4f65-b178-8d3bad366cb7,USR_93DA9A21,finish,dUaCEs3HfdI,170433,177451,2025-12-08T10:12:41,1,0,0,0,0,1.9604510540938065,81
00bd8418-03e1-44fb-9b83-8e87ccee00d1,USR_93DA9A21,play,Fg3ogf8qMFw,131176,174155,2025-12-08T10:12:41,1,0,0,1,0,1.7532140908960407,81
b84d8396-8e19-489a-8345-b0b96ce61f32,USR_93DA9A21,play,dUaCEs3HfdI,95128,177451,2025-12-08T10:12:41,1,0,0,0,0,1.536080382753549,92
07e8e897-bd05-4814-aec4-48e29ed8d317,USR_93DA9A21,play,ccsid30MtfA,167458,206754,2025-12-08T10:12:41,1,0,1,0,0,3.0,92
c0884d89-51f6-4d09-8354-e0bdbc56d624,USR_93DA9A21,finish,dUaCEs3HfdI,167330,177451,2025-12-08T10:12:41,1,0,0,0,0,1.9429645366890016,92
154777cd-c1b0-4d4b-a317-193318ff68aa,USR_93DA9A21,play,xn81ExKl5VA,239345,280009,2025-12-08T10:12:41,1,0,1,0,0,3.0,97
f9843463-680b-4d17-afaa-f9abb8829e4e,USR_93DA9A21,play,dUaCEs3HfdI,163150,177451,2025-12-08T10:12:41,1,0,0,0,0,1.91940873818688,80
da7111d2-2d62-4234-b3a6-538bee3b7008,USR_93DA9A21,play,xn81ExKl5VA,175004,280009,2025-12-08T10:12:41,1,0,0,0,0,1.624994196615109,92
fcc9af5f-1719-48ea-8009-3b984a55a45c,USR_93DA9A21,play,dUaCEs3HfdI,100995,177451,2025-12-08T10:12:41,1,0,0,0,0,1.5691430310339194,89
ba2ca960-d1ca-4ced-979a-5f7070302504,USR_93DA9A21,play,xn81ExKl5VA,241094,280009,2025-12-08T10:12:41,0,0,0,1,0,0.8610223242824337,82
bdc112d1-9e7c-41f4-87b2-bc64e9c07281,USR_93DA9A21,play,dUaCEs3HfdI,159952,177451,2025-12-08T10:12:41,1,0,0,0,0,1.9013868617252083,85
5aaf31ca-319d-4233-b7bd-bf6b9cef0742,USR_93DA9A21,play,f6EmxM8_XPk,110576,177232,2025-12-08T10:12:41,1,0,0,0,0,1.623905389545906,99
231f5118-79b9-40a7-913d-6d91ea4da613,USR_93DA9A21,play,dUaCEs3HfdI,139814,177451,2025-12-08T10:12:41,1,0,0,0,0,1.787902012386518,97
8b0caf65-a1ef-4f43-8da4-f9cbacc76128,USR_93DA9A21,play,dUaCEs3HfdI,156149,177451,2025-12-08T10:12:41,1,0,1,0,0,3.0,98
7bb187d9-821d-4956-801e-b01cd7cdeef9,USR_93DA9A21,play,xn81ExKl5VA,189169,280009,2025-12-08T10:12:41,1,0,0,0,0,1.6755818562974762,96
68d23ee9-2547-4c20-bf84-e83b87b662c3,USR_93DA9A21,play,UautlexAHFg,155379,226251,2025-12-08T10:12:41,1,0,0,1,0,1.6867549756686158,91
b08c1adc-3193-4ed4-b71d-0e074ab3c98c,USR_93DA9A21,play,dUaCEs3HfdI,123147,177451,2025-12-08T10:12:41,0,0,0,1,0,0.6939774923781776,85
3e8e1a45-7796-4cb9-8235-e15895613bb3,USR_93DA9A21,play,2a34XyiZO14,180756,265771,2025-12-08T10:12:41,0,0,0,0,0,0.6801193508697337,89
5fcc31fd-4b9e-4055-8690-e03f932a37f3,USR_93DA9A21,play,dUaCEs3HfdI,149166,177451,2025-12-08T10:12:41,1,0,1,0,0,3.0,82
587e2bc0-fdf5-4081-aa0f-e3a2fc08595d,USR_93DA9A21,play,xn81ExKl5VA,196510,280009,2025-12-08T10:12:41,1,0,0,0,0,1.701798870750583,81
ccca25f2-301d-4192-9525-18cd93183e45,USR_93DA9A21,play,dUaCEs3HfdI,112925,177451,2025-12-08T10:12:41,1,0,0,0,0,1.6363728578593526,92
